"C010120180025","100000"
"C010120190047","10"
"C010120190048","1000"
"C010120190049","10"
"C010120190050","10"
"C010620190248","1000"
"C010620190249","10"
"C010620190250","100000"
"C010620190251","10"
"C010620190252","100000"
"C020120190051","10"
"C020220190090","100"
"C020320190098","100000"
"C020520190138","10000"
"C020620190253","100"
"C020620190254","1000"
"C020720190339","100000"
"C020720190340","100000"
"C020720190341","10"
"C020720190342","1000"
"C020720190343","100000"
"C030120190052","10000"
"C030120190053","100000"
"C030420190122","10000"
"C030520190139","10000"
"C030520190140","1000"
"C040120180026","100"
"C040320190099","10000"
"C040620190255","100"
"C040620190256","100"
"C040720190345","100"
"C040720190346","10"
"C040720190347","100"
"C040720190348","10"
"C040720190349","100"
"C050220190091","1000"
"C050420190123","10000"
"C050420190124","10"
"C050520190141","10000"
"C050620190257","100"
"C050620190258","100"
"C050620190259","10"
"C050720190350","10000"
"C050720190351","10000"
"C050720190352","10"
"C050720190353","10000"
"C050720190354","1000"
"C050720190355","1000"
"C050720190356","100000"
"C050720190357","10000"
"C050720190358","10"
"C050720190359","100000"
"C050720190360","100"
"C060120190054","10"
"C060120190055","100000"
"C060120190056","10000"
"C060120190057","10000"
"C060120190058","10000"
"C060120190059","10000"
"C060120190060","100"
"C060520190143","1000"
"C060620190260","10"
"C060620190261","10"
"C060620190262","10"
"C060720190361","10000"
"C060720190362","100000"
"C060720190363","10000"
"C060720190364","10"
"C060720190365","1000"
"C060720190366","1000"
"C060720190367","10"
"C061220180035","1000"
"C070120190061","10"
"C070120190062","10"
"C070320190100","1000"
"C070320190101","10000"
"C070320190102","10"
"C070520190145","100000"
"C070520190146","10"
"C070520190147","100"
"C070620190263","10"
"C070620190264","10"
"C070620190265","1000"
"C070620190266","10000"
"C070720190368","10"
"C070720190369","1000"
"C070720190370","100"
"C070720190371","10"
"C070720190372","1000"
"C070720190373","10000"
"C070720190374","1000"
"C070720190375","10"
"C070720190376","1000"
"C070720190377","100"
"C070720190378","100"
"C070720190379","100000"
"C071220180037","10000"
"C080120190063","100"
"C080320190103","100"
"C080320190104","1000"
"C080320190105","10000"
"C080520190148","1000"
"C080520190149","10000"
"C080520190150","10"
"C080520190151","100000"
"C080520190152","100000"
"C080520190153","1000"
"C080520190154","100000"
"C080620190267","10000"
"C080620190268","100000"
"C081120170002","1000"
"C081120170003","10"
"C090120190064","1000"
"C090120190065","100"
"C090220180030","10"
"C090520190155","100"
"C090520190156","1000"
"C090520190157","1000"
"C090620190269","10000"
"C090720190380","100"
"C090720190381","100"
"C090720190382","10000"
"C090720190383","1000"
"C090720190384","100"
"C090720190385","10000"
"C090720190386","100000"
"C090720190387","10000"
"C091220170018","1000"
"C100120190066","10"
"C100320190106","1000"
"C100420190125","1000"
"C100520190158","100"
"C100520190159","100000"
"C100520190160","1000"
"C100720190388","10000"
"C100720190389","1000"
"C100720190390","10"
"C100720190391","10"
"C100720190392","10000"
"C100720190393","100000"
"C100720190394","10"
"C100720190395","10"
"C100720190396","1000"
"C101220180038","10"
"C110220190092","10"
"C110320190107","10000"
"C110520190161","1000"
"C110520190162","1000"
"C110520190163","10000"
"C110520190164","1000"
"C110720190397","100000"
"C110720190398","10"
"C120420190126","1000"
"C120420190127","100"
"C120420190128","100000"
"C120520190165","100"
"C120520190166","100000"
"C120520190168","10000"
"C120720190399","10000"
"C120720190400","100"
"C120720190401","10"
"C120720190402","100000"
"C120720190403","100000"
"C120720190404","1000"
"C120720190405","100"
"C120720190406","100000"
"C120720190407","10000"
"C120720190408","10000"
"C130320190108","10"
"C130420190129","100000"
"C130420190130","100"
"C130520190169","10000"
"C130520190170","1000"
"C130520190172","100"
"C130520190173","1000"
"C130520190174","1000"
"C130620190270","100"
"C130720190409","10"
"C130720190410","10000"
"C130720190411","10"
"C130720190412","10000"
"C130720190413","100000"
"C140320190109","10"
"C140520190175","10"
"C140520190176","100"
"C140520190177","10000"
"C140520190179","100000"
"C140520190180","10"
"C140620190271","100000"
"C140620190272","100000"
"C140620190273","10000"
"C140620190274","1000"
"C140620190275","1000"
"C140720190414","10"
"C140720190415","100"
"C140720190416","10"
"C150320190110","10000"
"C150520190181","100000"
"C150520190182","100000"
"C150620190276","10000"
"C150620190277","10000"
"C150620190278","1000"
"C150620190279","100"
"C150620190280","1000"
"C150620190281","100000"
"C150720190417","100000"
"C150720190418","1000"
"C151220180039","1000"
"C160320190111","100000"
"C160420180034","10"
"C160520190183","100000"
"C160520190184","1000"
"C160520190185","100"
"C160520190186","10"
"C160520190187","1000"
"C160520190188","100"
"C160520190189","100"
"C160620190282","100000"
"C160620190283","100000"
"C160620190284","100"
"C160620190285","10"
"C160620190286","10"
"C160720190419","1000"
"C160720190420","10"
"C160720190421","100000"
"C160720190422","10000"
"C161120170004","100"
"C161120170005","100"
"C161120170007","10000"
"C161120170008","10"
"C170320180032","1000"
"C170420190131","100000"
"C170520190190","100"
"C170520190191","1000"
"C170520190192","100"
"C170520190193","10000"
"C170620190287","10"
"C170620190288","10000"
"C170620190289","100"
"C170620190290","10000"
"C170620190291","1000"
"C170620190292","100"
"C170620190293","100"
"C180120190067","10"
"C180120190068","10"
"C180120190069","100"
"C180220190093","100000"
"C180420190132","100"
"C180520190194","100000"
"C180520190195","10000"
"C180520190196","10"
"C180520190197","10"
"C180520190198","1000"
"C180520190199","100000"
"C180520190200","10000"
"C180620190294","100000"
"C180620190295","10000"
"C180620190296","10"
"C180620190297","100"
"C180620190298","1000"
"C190120190070","10000"
"C190320190112","10000"
"C190420190133","100"
"C190520190201","10000"
"C190520190202","100"
"C190620190299","100000"
"C190620190300","10000"
"C190620190301","100000"
"C190620190302","1000"
"C190620190303","100"
"C190620190304","10"
"C190620190305","100"
"C190620190306","100000"
"C190620190307","100"
"C190620190308","1000"
"C190620190309","10000"
"C200120190071","100000"
"C200520190203","10000"
"C200520190204","100000"
"C200520190205","10"
"C200520190206","100"
"C200520190207","10000"
"C200620190310","100"
"C200620190311","1000"
"C200620190312","100000"
"C210120180027","100000"
"C210120190072","100"
"C210520190208","100"
"C210520190209","100000"
"C210520190210","10"
"C210520190211","100000"
"C210520190212","10"
"C210620190313","10"
"C210620190314","10"
"C210620190315","1000"
"C220120190073","100"
"C220120190074","100"
"C220520190213","100"
"C220520190214","10"
"C220620190316","10"
"C220620190317","100000"
"C230120190075","10000"
"C230120190076","100"
"C230120190077","1000"
"C230120190078","10000"
"C230220180031","1000"
"C230320190113","100000"
"C230420190134","100000"
"C230520190215","10000"
"C230520190216","1000"
"C230520190217","100000"
"C230520190218","100000"
"C230520190219","10000"
"C230520190220","1000"
"C240120190079","100"
"C240120190080","1000"
"C240120190081","1000"
"C240120190082","10"
"C240120190083","100"
"C240120190084","10"
"C240420190135","100000"
"C240520190221","10000"
"C240520190222","100000"
"C240520190223","10"
"C240620190318","100"
"C240620190319","10"
"C240720170001","10"
"C250120180028","10000"
"C250220190094","100000"
"C250420190136","1000"
"C250520190224","100000"
"C250520190225","1000"
"C250620190320","1000"
"C250620190321","100000"
"C250620190322","100"
"C251120170009","100"
"C260120190085","100"
"C260220190095","100000"
"C260220190096","10000"
"C260320190114","1000"
"C260320190115","100"
"C260320190116","10"
"C260620190323","100000"
"C260620190324","100"
"C260620190325","100000"
"C260620190326","10000"
"C260620190327","100"
"C260620190328","10000"
"C260620190329","1000"
"C261120170010","10"
"C270120190086","1000"
"C270320190117","10000"
"C270320190118","100"
"C270520190226","10"
"C270520190227","10"
"C270520190228","100"
"C270520190229","100"
"C270520190230","10000"
"C270520190231","10"
"C270620190330","100"
"C270620190331","10000"
"C271120170011","10000"
"C280120190087","100"
"C280220190097","10"
"C280320190119","10000"
"C280320190120","1000"
"C280520190232","10000"
"C280520190233","10"
"C280520190234","10"
"C280520190235","1000"
"C280520190236","100000"
"C280520190237","100"
"C280620190332","10000"
"C281120170012","100"
"C281120170013","100"
"C281120170014","100"
"C281120170015","10"
"C281120170016","1000"
"C281120170017","10"
"C281220170019","1000"
"C281220170020","100"
"C281220170021","10"
"C281220170022","100000"
"C281220170023","10"
"C290320190121","10000"
"C290420190137","100000"
"C290520190238","100"
"C290520190239","1000"
"C290520190240","10000"
"C290620190333","100"
"C290620190334","100"
"C290620190335","100"
"C290620190336","10"
"C300120180029","10000"
"C300120190088","10000"
"C300520190241","100000"
"C300520190242","100"
"C300520190243","10000"
"C300520190244","1000"
"C300520190245","100"
"C300620190337","10000"
"C300620190338","10"
"C301220170024","10000"
"C310120190089","1000"
"C310320180033","100"
"C310520190246","1000"
"C310520190247","100000"
"C311220180038","10"
"C311220180039","100000"
"C311220180040","10000"
"C311220180041","1000"
"C311220180042","100000"
"C311220180043","1000"
"C311220180044","10"
"C311220180045","100000"
"C311220180046","100000"
